filename,type_a,type_b,type_c,type_d,echo,duration,relative_path
Pipistrellus_pipistrellus_DIG0112_11.wav,0,0,0,0,1,52.602078125,Echolocation\Pipistrellus_pipistrellus_DIG0112_11.wav
Pipistrellus_pipistrellus_DIG0141_08.wav,0,0,0,0,1,2.431901041666667,Echolocation\Pipistrellus_pipistrellus_DIG0141_08.wav
Pipistrellus_pipistrellus_DIG0141_29.wav,0,0,0,0,1,1.3653333333333333,Echolocation\Pipistrellus_pipistrellus_DIG0141_29.wav
Pipistrellus_pipistrellus_DIG0207_01.wav,0,0,0,0,1,25.32924,Echolocation\Pipistrellus_pipistrellus_DIG0207_01.wav
Pipistrellus_pipistrellus_DIG0213_01.wav,0,0,0,0,1,0.022109375,Echolocation\Pipistrellus_pipistrellus_DIG0213_01.wav
Pipistrellus_pipistrellus_DIG0213_02.wav,0,0,0,0,1,0.021057291666666665,Echolocation\Pipistrellus_pipistrellus_DIG0213_02.wav
Pipistrellus_pipistrellus_DIG0213_03.wav,0,0,0,0,1,0.018953125,Echolocation\Pipistrellus_pipistrellus_DIG0213_03.wav
Pipistrellus_pipistrellus_DIG0213_04.wav,0,0,0,0,1,0.018427083333333334,Echolocation\Pipistrellus_pipistrellus_DIG0213_04.wav
Pipistrellus_pipistrellus_DIG0213_05.wav,0,0,0,0,1,0.010322916666666666,Echolocation\Pipistrellus_pipistrellus_DIG0213_05.wav
Pipistrellus_pipistrellus_DIG0213_06.wav,0,0,0,0,1,0.047385416666666666,Echolocation\Pipistrellus_pipistrellus_DIG0213_06.wav
Pipistrellus_pipistrellus_DIG0213_07.wav,0,0,0,0,1,0.023994791666666668,Echolocation\Pipistrellus_pipistrellus_DIG0213_07.wav
Pipistrellus_pipistrellus_DIG0213_08.wav,0,0,0,0,1,0.014348958333333333,Echolocation\Pipistrellus_pipistrellus_DIG0213_08.wav
Pipistrellus_pipistrellus_DIG0213_09.wav,0,0,0,0,1,0.012635416666666666,Echolocation\Pipistrellus_pipistrellus_DIG0213_09.wav
Pipistrellus_pipistrellus_DIG0213_10.wav,0,0,0,0,1,0.0125,Echolocation\Pipistrellus_pipistrellus_DIG0213_10.wav
Pipistrellus_pipistrellus_Ski0014_54.wav,0,0,0,0,1,23.957864583333333,Echolocation\Pipistrellus_pipistrellus_Ski0014_54.wav
Pipistrellus_pipistrellus_Ski0019_18.wav,0,0,0,0,1,89.77375,Echolocation\Pipistrellus_pipistrellus_Ski0019_18.wav
Pipistrellus_pipistrellus_Ski0114_S2_From0634912ms_To0656318ms.wav,0,0,0,0,1,21.405989583333334,Echolocation\Pipistrellus_pipistrellus_Ski0114_S2_From0634912ms_To0656318ms.wav
Pipistrellus_pipistrellus_Ski0114_S2_From1881860ms_To1900334ms.wav,0,0,0,0,1,18.474302083333335,Echolocation\Pipistrellus_pipistrellus_Ski0114_S2_From1881860ms_To1900334ms.wav
Pipistrellus_pipistrellus_Ski0115_S2_From1112455ms_To1132732ms.wav,0,0,0,0,1,20.27753125,Echolocation\Pipistrellus_pipistrellus_Ski0115_S2_From1112455ms_To1132732ms.wav
Pipistrellus_pipistrellus_Ski0115_S2_From1183469ms_To1197310ms.wav,0,0,0,0,1,13.840583333333333,Echolocation\Pipistrellus_pipistrellus_Ski0115_S2_From1183469ms_To1197310ms.wav
XC1001698 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,14.189333333333334,type C\XC1001698 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1004457 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,29.9995,type C\XC1004457 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1004458 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,29.9995,type C\XC1004458 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1004459 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,29.9995,type C\XC1004459 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1004460 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,29.9995,type C\XC1004460 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1005396 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,20.3956224,type D\XC1005396 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1006424 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,29.9995,type B\XC1006424 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1006433 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,19.2015,type B\XC1006433 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1006436 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,29.9995,type C\XC1006436 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1006918 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,15.207,type C\XC1006918 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1006920 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,22.676,type C\XC1006920 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1008065 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,29.9995,type C\XC1008065 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1008066 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,29.9995,type B\XC1008066 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1008567 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,15.016,type C\XC1008567 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1008570 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,29.9995,type C\XC1008570 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1008575 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,29.9995,type C\XC1008575 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1008689 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,1.5024128,type D\XC1008689 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1008692 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,2.0865024,type D\XC1008692 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1008953 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,13.6595,type C\XC1008953 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1008955 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,29.9995,type C\XC1008955 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1008958 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,0,1,0,1,24.9645,type A\XC1008958 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1009767 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,20.393984,type C\XC1009767 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1009768 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,1,1,29.9995,type C\XC1009768 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1010898 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,5.59,type C\XC1010898 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1010902 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,20.3956224,type C\XC1010902 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1013534 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,1,1,0,0,17.9995,type A\XC1013534 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1013539 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,1,1,0,0,17.9995,type A\XC1013539 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1013543 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,1,0,0,0,11.9305,type A\XC1013543 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1013548 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,0,0,0,0,4.061,type A\XC1013548 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1014669 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,4.7177728,type C\XC1014669 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1014671 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,3.1215,type C\XC1014671 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1014672 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,3.289088,type C\XC1014672 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1014673 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,15.642,type C\XC1014673 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1014674 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,7.495,type C\XC1014674 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1015588 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,6.7780608,type C\XC1015588 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1015594 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,8.446,type C\XC1015594 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1015597 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,13.3075,type C\XC1015597 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1016856 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,7.3023488,type C\XC1016856 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1016857 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,12.6337024,type C\XC1016857 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1016859 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,7.57,type C\XC1016859 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1016860 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,29.9995,type C\XC1016860 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1016897 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,2.10944,type C\XC1016897 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1016898 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,3.7945344,type C\XC1016898 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1016900 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,1.6392192,type C\XC1016900 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1017054 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,14.6385,type C\XC1017054 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1017104 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,12.8237568,type C\XC1017104 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1017107 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,20.4955648,type C\XC1017107 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1017108 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,7.8938112,type C\XC1017108 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1017109 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,20.496384,type C\XC1017109 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1017412 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,3.1318016,type C\XC1017412 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1025256 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,96.0805,Echolocation\XC1025256 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1029741 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,5.9932672,type D\XC1029741 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1031066 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,8.7728128,type D\XC1031066 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1031072 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,14.21312,type D\XC1031072 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1031074 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,3.6144512,type D\XC1031074 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1031414 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,20.4955648,type D\XC1031414 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1031435 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,29.9995,type D\XC1031435 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1031440 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,29.9995,type D\XC1031440 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1031442 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,29.9995,type D\XC1031442 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1031443 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,22.688,type D\XC1031443 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1033435 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,7.7766656,type C\XC1033435 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1036934 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,5.4116352,type D\XC1036934 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1036943 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,6.6215936,type D\XC1036943 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1039166 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,94.64163265306122,Echolocation\XC1039166 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1042785 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,13.1538944,type D\XC1042785 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1044707 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,0.0,Echolocation\XC1044707 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1044708 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,0.0,Echolocation\XC1044708 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1044709 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,0.0,Echolocation\XC1044709 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC1048077 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,9.2258304,type D\XC1048077 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC805694 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,4.060809895833334,Echolocation\XC805694 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC806350 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,3.9995,Echolocation\XC806350 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC807809 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,9.809,Echolocation\XC807809 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC816644 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,12.7725,Echolocation\XC816644 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC822428 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,3.629968,Echolocation\XC822428 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC823072 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,0,14.9995,type D\XC823072 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC834236 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,4.0,Echolocation\XC834236 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC834242 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,4.0,Echolocation\XC834242 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC844473 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,7.44,Echolocation\XC844473 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC844474 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,10.0,Echolocation\XC844474 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC844475 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,6.28,Echolocation\XC844475 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC844476 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,5.84,Echolocation\XC844476 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC844477 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,8.72,Echolocation\XC844477 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC904258 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,15.0,Echolocation\XC904258 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC904267 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,15.0,Echolocation\XC904267 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC905754 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,7.5625,Echolocation\XC905754 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911022 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,5.425,type B\XC911022 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911024 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,14.7865,type B\XC911024 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911327 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,12.587,type D\XC911327 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911329 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,14.943,type D\XC911329 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911624 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,27.072,type C\XC911624 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911704 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,8.3115,type B\XC911704 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911706 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,1,0,0,1,28.7665,type A\XC911706 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911707 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,29.9995,type B\XC911707 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911722 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,29.9995,type C\XC911722 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911738 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,29.9995,type C\XC911738 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911742 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,29.5105,type C\XC911742 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911791 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,29.9995,type B\XC911791 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911794 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,29.9995,type B\XC911794 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911796 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,13.4485,type B\XC911796 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911797 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,21.411,type B\XC911797 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911804 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,12.1,type C\XC911804 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC912063 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,24.7085,type D\XC912063 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC912090 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,14.3055,Echolocation\XC912090 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913224 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,19.9995,type B\XC913224 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913225 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,1,0,0,0,19.0465,type A\XC913225 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913226 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,8.8385,type B\XC913226 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913227 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,0,19.9995,type B\XC913227 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913228 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,1,1,0,0,19.9995,type A\XC913228 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913229 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,1,0,0,0,10.8195,type A\XC913229 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913230 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,19.9995,type B\XC913230 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913231 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,1,0,0,0,17.5025,type A\XC913231 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913232 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,8.072,type C\XC913232 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913233 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,4.186,type B\XC913233 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913235 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,19.9995,type B\XC913235 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913236 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,0,19.9995,type B\XC913236 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913238 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,11.973,type B\XC913238 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913239 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,12.356,type B\XC913239 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913241 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,0,1,0,1,13.613,type A\XC913241 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913242 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,0,19.9995,type B\XC913242 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913244 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,13.367,type C\XC913244 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913245 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,8.8115,type B\XC913245 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913247 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,0,1,0,0,3.3475,type A\XC913247 - Common Pipistrelle - Pipistrellus pipistrellus.wav
